OrderID,OrderDate,DeliveryDate,OriginCity,DestinationCity,Carrier,TransportMode,Warehouse,Weight_kg,Distance_km,ShippingCost_INR,CustomerRating,DeliveryStatus,TransitDays,Weight_kg_MinMax,Distance_km_MinMax,ShippingCost_INR_MinMax,Weight_kg_Zscore,Distance_km_Zscore,ShippingCost_INR_Zscore
ORD10154,2024-10-14,2024-10-17,Hyderabad,Ahmedabad,Dhl,Road,Wh-East,30.06,500.1,196.57,5.0,Delivered,3.0,0.3976116390547472,0.4626436423849306,0.4543920913233862,0.004790484582168836,0.28527664625589255,-0.24663688495533087
ORD11012,2024-01-29,2024-02-04,Jaipur,Lucknow,Bluedart,Rail,Wh-West,5.96,908.3,456.51875000000007,5.0,Delivered,6.0,0.07333277268522412,0.8692122857036144,1.0,-1.280147678805654,1.903288760654109,2.430146247814299
ORD10781,2024-05-05,2024-05-05,Hyderabad,Jaipur,Bluedart,Road,Wh-Central,22.44,35.6,88.82,3.0,Delivered,0.0,0.2950803128416449,0.0,0.2282350039748026,-0.4014845695678398,-1.5558958847043516,-1.3561762943809486
ORD10682,2024-07-28,2024-08-01,Ahmedabad,Pune,Ekart,Road,Wh-East,27.22,382.4,318.82,4.0,Delivered,4.0,0.35939786393070383,0.3454140262197931,0.7109833110761875,-0.14662961433988167,-0.18125942886578844,1.0122140923280267
ORD10397,2024-04-25,2024-04-29,Lucknow,Chennai,Ekart,Road,Wh-West,23.42,438.6,238.95,3.0,Delivered,4.0,0.3082667563703641,0.4013894249324586,0.543343714171024,-0.3492339720524843,0.041504610402168074,0.18976478716956635
ORD10785,2024-02-03,2024-02-08,Hyderabad,Kolkata,Fedex,Road,Wh-East,47.55,436.3,300.25,5.0,Delivered,5.0,0.6329492893785215,0.39909861680008973,0.6720066325419584,0.9373036994225431,0.032387932638532804,0.8209923119750455
ORD10300,2024-04-24,2024-04-27,Hyderabad,Jaipur,Dhl,Road,Wh-South,26.2,277.9,53.89,2.0,Delivered,3.0,0.34567319821713893,0.24133165672738144,0.15492022846588357,-0.20101288930484343,-0.5954737011700845,-1.71586271267549
ORD10894,2024-07-02,2024-07-05,Jaipur,Delhi,Delhivery,Road,Wh-North,13.8,313.1,134.87,5.0,Delivered,3.0,0.1788243209149777,0.2763909811879833,0.3248896106792321,-0.8621428986828104,-0.45594889365705826,-0.881983349563782
ORD10708,2024-06-24,,Chennai,Kolkata,Fedex,Air,Wh-South,36.71,138.8,207.36,4.0,In Transit,,0.48709107728534184,0.10278756489585543,0.47703928364349035,0.35934811057922383,-1.14683451722298,-0.13552848377015742
ORD10225,2024-03-22,2024-04-07,Bengaluru,Pune,Fedex,Sea,Wh-East,44.49,1039.6124999999997,330.67,5.0,Delivered,16.0,0.5917752922378269,1.0,0.7358553434203242,0.774153874527658,2.423781694931217,1.1342376839910762
ORD10172,2024-08-16,2024-09-02,Jaipur,Hyderabad,Bluedart,Sea,Wh-South,57.47,1039.6124999999997,445.27,3.0,Delivered,17.0,0.7664283912202505,1.0,0.9763899346977968,1.4662077069249169,2.423781694931217,2.3143139375425914
ORD11053,2024-05-31,2024-06-04,Lucknow,Hyderabad,Fedex,Road,Wh-West,10.91,467.9,153.66,4.0,Delivered,4.0,0.1399377680598772,0.43057232853176636,0.3643280484637321,-1.0162288444168688,0.15764315756499922,-0.6884961523191662
ORD10483,2024-11-03,2024-11-16,Hyderabad,Bengaluru,Ekart,Sea,Wh-South,25.01,1039.6124999999997,197.16,5.0,Delivered,13.0,0.32966108821797996,1.0,0.4556304456763854,-0.26446004343063206,2.423781694931217,-0.24056144874594693
ORD10582,2024-07-11,,Jaipur,Mumbai,Dhl,Road,Wh-North,43.78,326.3,273.21,5.0,Delayed,,0.582221848456816,0.289538227860709,0.6152522228722999,0.7362988497971453,-0.4036270908396735,0.5425519812941293
ORD11188,2024-01-22,2024-01-26,Pune,Jaipur,Ekart,Road,Wh-South,9.96,382.4,191.75,5.0,Delivered,4.0,0.1271549911697923,0.3454140262197931,0.44427536593108763,-1.0668799338450194,-0.18125942886578844,-0.29627010958114497
ORD10955,2024-05-26,2024-05-28,Delhi,Lucknow,Dhl,Road,Wh-South,14.34,322.6,136.24,4.0,Delivered,2.0,0.1860903204103944,0.2858530147782026,0.3277651114650099,-0.8333517531131247,-0.4182930507203041,-0.8678759807386024
ORD10671,2024-08-20,,Kolkata,Pune,Xpressbees,Road,Wh-West,26.0,739.2,272.37,5.0,Delayed,,0.3429820872929105,0.700788087797712,0.6134891420985383,-0.21167627655287513,1.2330147563798848,0.5339022077078881
ORD10063,2024-02-11,2024-02-14,Chennai,Lucknow,Ekart,Rail,Wh-East,51.4,345.7,299.06,4.0,Delivered,3.0,0.6847531746699184,0.3088606964554725,0.6695089347791294,1.1425739039471539,-0.3267298957898809,0.8087384660612035
ORD10450,2024-11-21,,Kolkata,Pune,Dhl,Road,Wh-West,45.72,625.6,321.03,1.0,Delayed,,0.6083256244218316,0.5876420861294059,0.715621892635727,0.839733706103053,0.7827301503151188,1.0349712347394475
ORD10292,2024-10-26,2024-11-06,Pune,Chennai,Dhl,Sea,Wh-North,74.82875000000001,1024.6,456.51875000000007,4.0,Delivered,11.0,1.0,0.9850474969186143,1.0,2.3917230738837714,2.3642755536587945,2.430146247814299
ORD10088,2024-03-30,,Mumbai,Pune,Dhl,Air,Wh-Central,20.15,109.2,112.28,5.0,Delayed,,0.2642670927592296,0.07330586023580385,0.2774753312991438,-0.5235803535578032,-1.2641621962680245,-1.1146004749366332
ORD11065,2024-09-06,,Mumbai,Pune,Bluedart,Road,Wh-South,35.37,636.4,333.31,4.0,Cancelled,,0.46906063409301146,0.5983989243161815,0.7413964544235748,0.2879034160174111,0.8255388980747971,1.1614226866906923
ORD10572,2024-07-11,2024-07-17,Kolkata,Chennai,Dhl,Rail,Wh-East,39.71,493.5,319.54,5.0,Delivered,6.0,0.527457741148768,0.45607001904856775,0.7124945231679832,0.5192989192996997,0.25911574484720007,1.0196281839733767
ORD11154,2024-10-10,2024-10-11,Chennai,Ahmedabad,Xpressbees,Air,Wh-North,73.51,215.8,390.3,3.0,Delivered,1.0,0.9822554873433689,0.17947983715342197,0.8610130893005659,2.3214113642170617,-0.8416240007882354,1.7482686351191465
ORD10726,2024-12-03,2024-12-08,Kolkata,Chennai,Delhivery,Road,Wh-South,36.25,411.6,182.43,3.0,Delivered,5.0,0.4809015221596165,0.3744973294655197,0.4247135649650663,0.33482231990875083,-0.06551725899702802,-0.39224140699039556
ORD10643,2024-10-01,2024-10-20,Jaipur,Pune,Delhivery,Sea,Wh-East,16.96,1039.6124999999997,233.52,3.0,Delivered,19.0,0.22134387351778653,1.0,0.5319466563120652,-0.6936613801639091,2.423781694931217,0.13385017934421992
ORD10655,2024-07-21,2024-07-31,Mumbai,Kolkata,Delhivery,Sea,Wh-Central,25.52,859.6,187.28,1.0,Delivered,10.0,0.33652342107476235,0.8207069135095432,0.4348932575278563,-0.2372684059481513,1.710253018441485,-0.3422992618793585
ORD10214,2024-06-06,2024-06-08,Hyderabad,Delhi,Xpressbees,Road,Wh-Central,6.32,261.2,88.67,5.0,Delivered,2.0,0.07817677234883526,0.22469839767931182,0.22792016812234517,-1.2609535817591968,-0.6616687092799576,-1.3577208968070629
ORD10495,2024-04-23,2024-04-27,Chennai,Ahmedabad,Bluedart,Road,Wh-South,33.05,535.1,263.64,3.0,Delivered,4.0,0.4378437473719619,0.49750376613836994,0.5951656954855161,0.16420812394024306,0.4240086991807764,0.4440063465080211
ORD10668,2024-12-11,2024-12-12,Pune,Ahmedabad,Delhivery,Air,Wh-South,24.86,94.6,124.38,4.0,Delivered,1.0,0.3276427550248086,0.058764208612940586,0.3028720900640428,-0.272457583866656,-1.3220332812024047,-0.9900025458967262
ORD10405,2024-07-31,2024-08-02,Pune,Jaipur,Bluedart,Air,Wh-West,33.13,210.5,228.39,4.0,Delivered,2.0,0.43892019174165336,0.17420101841361543,0.5211792701580212,0.16847347883945604,-0.8626319973740035,0.08102477637110207
ORD10718,2024-06-17,2024-06-27,Delhi,Pune,Delhivery,Sea,Wh-North,32.61,941.6,303.04,4.0,Delivered,10.0,0.43192330333865947,0.9023792034461725,0.6778625793976665,0.1407486719945734,2.035282399579784,0.8497219171007764
ORD10983,2024-08-07,2024-08-08,Jaipur,Hyderabad,Delhivery,Air,Wh-Central,13.95,166.4,153.03,5.0,Delivered,1.0,0.18084265410814898,0.13027726248428187,0.36300573788341095,-0.8541453582467866,-1.037434384059357,-0.6949834825088472
ORD11197,2024-05-08,,Kolkata,Ahmedabad,Bluedart,Road,Wh-Central,42.61,410.8,321.36,5.0,Delayed,,0.5664788495500799,0.37370052663686965,0.7163145315111333,0.6739180343961596,-0.06868827734959684,1.0383693600769
ORD10756,2024-04-10,2024-04-14,Pune,Lucknow,Dhl,Road,Wh-Central,60.13,399.8,387.89,5.0,Delivered,4.0,0.8022201665124884,0.3627444877429316,0.8559547266044165,1.608030757323739,-0.11228977969741748,1.7234520228062393
ORD10390,2024-02-19,2024-02-19,Hyderabad,Delhi,Ekart,Air,Wh-South,12.47,103.9,97.95,5.0,Delivered,0.0,0.1609284332688588,0.06802704149599734,0.24739801286104454,-0.9330544238822214,-1.2851701928537924,-1.2621614933781096
ORD10053,2024-10-07,2024-10-10,Delhi,Jaipur,Delhivery,Road,Wh-Central,10.18,334.3,104.21,4.0,Delivered,3.0,0.1301152131864435,0.2975062561472094,0.26053716243693437,-1.0551502078721846,-0.3719169073139858,-1.1977000854615958
ORD11023,2024-06-12,2024-06-16,Mumbai,Kolkata,Delhivery,Rail,Wh-South,41.89,429.3,267.93,4.0,Delivered,4.0,0.5567908502228576,0.39212659204940187,0.6041700008657985,0.6355298403032456,0.0046415220535560376,0.4881819758948974
ORD10939,2024-10-18,2024-10-21,Mumbai,Ahmedabad,Delhivery,Road,Wh-West,4.66,321.2,130.98,5.0,Delivered,3.0,0.055840551677739464,0.2844586098280649,0.31672486757216944,-1.3494596959178602,-0.42384233283729955,-0.9220400391476861
ORD10017,2024-11-21,2024-11-26,Hyderabad,Pune,Xpressbees,Road,Wh-East,36.93,578.7,206.22,5.0,Delivered,5.0,0.4900512993019931,0.5409295202997972,0.4746465311648138,0.37107783655205867,0.5968291993957746,-0.14726746220862816
ORD10167,2024-02-08,2024-02-10,Bengaluru,Mumbai,Fedex,Air,Wh-East,11.05,287.8,142.9,2.0,Delivered,2.0,0.1418215457068371,0.25119209173192575,0.3417438233141195,-1.0087644733432466,-0.5562323490570458,-0.7992956330191164
ORD10714,2024-10-03,2024-10-09,Kolkata,Delhi,Delhivery,Rail,Wh-North,45.9,696.1,329.67,5.0,Delivered,6.0,0.6107476242536372,0.6578603354041909,0.7337564377372746,0.8493307546262815,1.062176142635242,1.1239403344836458
ORD10656,2024-06-14,2024-06-15,Ahmedabad,Mumbai,Ekart,Air,Wh-Central,20.12,96.0,104.03,4.0,Delivered,1.0,0.2638634261205954,0.06015861356307817,0.2601593594139855,-0.5251798616450079,-1.3164839990854091,-1.1995536083729332
ORD10619,2024-11-15,2024-11-16,Delhi,Chennai,Delhivery,Air,Wh-South,36.58,210.7,169.95999999999998,4.0,Delivered,1.0,0.48534185518459333,0.1744002191207779,0.398540211097439,0.3524169088680031,-0.8618392427858614,-0.520649355348052
ORD10875,2024-06-11,2024-06-14,Bengaluru,Hyderabad,Delhivery,Road,Wh-Central,16.5,401.1,165.62,4.0,Delivered,3.0,0.2151543183920612,0.3640392923394879,0.38943096043300424,-0.7181871708343821,-0.10713687487449318,-0.5653398522102994
ORD10657,2024-07-15,2024-07-18,Pune,Kolkata,Ekart,Road,Wh-North,18.13,451.3,202.33,1.0,Delivered,3.0,0.2370868724245227,0.41403866983727805,0.4664817880577513,-0.6312805647629236,0.09184452674919731,-0.18732415179253198
ORD10107,2024-01-13,2024-01-18,Ahmedabad,Hyderabad,Fedex,Road,Wh-East,7.88,366.8,139.97,4.0,Delivered,5.0,0.09916743755781683,0.32987637106111733,0.33559402966278445,-1.1777791612245496,-0.24309428674087938,-0.8294668670758873
ORD10425,2024-04-18,,Delhi,Chennai,Dhl,Road,Wh-Central,17.26,191.5,149.12,3.0,Delayed,,0.22538053990412915,0.15527695123317692,0.3547990166626875,-0.6776662992918614,-0.9379436832475119,-0.7352461190828998
ORD10537,2024-12-14,2024-12-17,Mumbai,Chennai,Xpressbees,Road,Wh-West,6.72,497.1,158.7,4.0,Delivered,3.0,0.08355899419729206,0.45965563177749297,0.3749065331063016,-1.2396268072631336,0.27338532743375965,-0.6365975108017174
ORD10649,2024-02-24,2024-02-24,Chennai,Jaipur,Dhl,Air,Wh-Central,34.94,48.4,195.37,2.0,Delivered,0.0,0.4632747456059204,0.012748845258400669,0.4518734045037268,0.26497713343414286,-1.5051595910632514,-0.2589937043642471
ORD10841,2024-05-28,,Bengaluru,Mumbai,Dhl,Road,Wh-East,35.59,363.1,279.01,5.0,Delayed,,0.47202085610966277,0.3261911579786109,0.627425875833987,0.2996331419902463,-0.2577602466215099,0.6022766084372253
ORD10630,2024-06-26,2024-06-27,Mumbai,Kolkata,Fedex,Air,Wh-Central,48.48,140.8,221.58,5.0,Delivered,1.0,0.6454629551761836,0.10477957196748053,0.5068857224564541,0.9868884501258907,-1.1389069713415578,0.010899826225501818
ORD10519,2024-01-13,2024-01-14,Bengaluru,Hyderabad,Dhl,Air,Wh-West,63.08,148.0,360.37,5.0,Delivered,1.0,0.8419140526448574,0.1119507974253309,0.7981928422068942,1.7653157192322066,-1.110367806168439,1.4400689643617568
ORD10754,2024-01-14,,Jaipur,Chennai,Ekart,Rail,Wh-East,74.82875000000001,844.7,456.51875000000007,4.0,In Transit,,1.0,0.8058664608259362,1.0,2.3917230738837714,1.6511928016248918,2.430146247814299
ORD10002,2024-01-17,2024-01-20,Bengaluru,Ahmedabad,Fedex,Rail,Wh-West,33.0,533.9,217.19,5.0,Delivered,3.0,0.43717096964090485,0.49630856189539485,0.4976715265078669,0.16154227712823527,0.419252171651923,-0.03430553811211747
ORD10825,2024-05-23,,Ahmedabad,Chennai,Dhl,Road,Wh-West,16.63,289.9,152.84,4.0,Delayed,,0.21690354049280963,0.25328369915713206,0.36260694580363156,-0.7112559691231615,-0.5479084258815529,-0.6969399789152589
ORD10042,2024-06-22,2024-06-26,Ahmedabad,Pune,Delhivery,Road,Wh-East,16.25,638.1,209.89,2.0,Delivered,4.0,0.2117904297367757,0.6000921303270629,0.48234951502160556,-0.7315164048944217,0.8322773120740059,-0.10947618951635897
ORD10590,2024-04-25,,Pune,Ahmedabad,Ekart,Road,Wh-East,25.64,493.8,263.23,3.0,Cancelled,,0.3381380876292994,0.4563688201093115,0.5943051441554659,-0.2308703735993322,0.2603048767294134,0.439784433209975
ORD10086,2024-10-22,2024-10-23,Bengaluru,Lucknow,Delhivery,Air,Wh-South,74.82875000000001,166.5,402.48,5.0,Delivered,1.0,1.0,0.13037686283786312,0.8865777605201087,2.3917230738837714,-1.037038006765286,1.8736903521196482
ORD10647,2024-01-24,2024-01-25,Bengaluru,Chennai,Fedex,Road,Wh-Central,50.34,219.8,236.48,5.0,Delivered,1.0,0.6704902867715079,0.18346385129667217,0.5381594171338917,1.086057951532586,-0.8257689090253915,0.16433033388621346
ORD10372,2024-09-26,2024-09-27,Mumbai,Hyderabad,Fedex,Air,Wh-Central,10.27,105.3,121.45,4.0,Delivered,1.0,0.1313262131023463,0.06942144644613489,0.2967222964127078,-1.0503516836105704,-1.2796209107367973,-1.020173779953497
ORD10213,2024-08-18,2024-08-20,Lucknow,Mumbai,Delhivery,Road,Wh-Central,22.1,275.7,171.66,5.0,Delivered,2.0,0.2905054242704566,0.23914044894859382,0.4021083507586231,-0.4196123278894937,-0.6041940016396485,-0.5031438611854203
ORD10542,2024-09-24,2024-09-28,Ahmedabad,Pune,Ekart,Road,Wh-North,6.99,633.7,202.33,4.0,Delivered,4.0,0.08719199394500042,0.5957097147694876,0.4664817880577513,-1.2252312344782905,0.8148367111348778,-0.18732415179253198
ORD10430,2024-01-09,2024-01-24,Bengaluru,Jaipur,Ekart,Sea,Wh-East,48.06,1039.6124999999997,456.51875000000007,4.0,Delivered,15.0,0.639811622235304,1.0,1.0,0.9644953369050243,2.423781694931217,2.430146247814299
ORD10798,2024-01-08,2024-01-11,Bengaluru,Pune,Bluedart,Road,Wh-Central,30.15,387.4,215.93,5.0,Delivered,3.0,0.39882263897065,0.3503940438988559,0.49502690534722454,0.009589008843783105,-0.1614405641622336,-0.04728019849147959
ORD10880,2024-09-08,2024-09-09,Lucknow,Chennai,Ekart,Air,Wh-Central,18.38,114.6,105.87,2.0,Delivered,1.0,0.2404507610798082,0.07868427932919164,0.26402134587079656,-0.6179513307028839,-1.2427578223881854,-1.1806064852792615
ORD10065,2024-06-04,2024-06-06,Pune,Mumbai,Ekart,Road,Wh-East,15.55,293.9,188.64,4.0,Delivered,2.0,0.20237154150197628,0.25726771330038223,0.43774776925680364,-0.7688382602625328,-0.532053334118709,-0.32829486654925344
ORD10777,2024-06-28,2024-06-29,Mumbai,Chennai,Xpressbees,Air,Wh-Central,12.0,193.4,132.46,4.0,Delivered,1.0,0.15460432259692203,0.15716935795122078,0.31983124798308277,-0.9581133839150959,-0.9304125146601611,-0.906799961876689
ORD10266,2024-05-04,,Chennai,Bengaluru,Dhl,Sea,Wh-East,27.83,1039.6124999999997,333.5,4.0,In Transit,,0.36760575224960046,1.0,0.7417952465033543,-0.11410628323338493,2.423781694931217,1.1633791830971039
ORD10885,2024-10-26,2024-10-26,Pune,Lucknow,Ekart,Air,Wh-West,16.06,77.0,103.99,1.0,Delivered,0.0,0.20923387435875868,0.04123454638263967,0.2600754031866635,-0.741646622780052,-1.3917956849589177,-1.1999655023532305
ORD10862,2024-05-06,2024-05-10,Hyderabad,Kolkata,Ekart,Road,Wh-Central,26.57,475.3,130.12,5.0,Delivered,4.0,0.35065175342696153,0.4379427546967793,0.314919808684747,-0.18128562289598468,0.1869750773262605,-0.930895759724076
ORD10654,2024-10-06,2024-10-07,Jaipur,Ahmedabad,Fedex,Air,Wh-North,25.59,126.2,169.95999999999998,5.0,Delivered,1.0,0.3374653098982423,0.09023792034461725,0.398540211097439,-0.23353622041134017,-1.196778056275938,-0.520649355348052
ORD10333,2024-10-24,2024-10-28,Pune,Lucknow,Xpressbees,Road,Wh-South,14.08,509.3,137.98,4.0,Delivered,4.0,0.18259187620889747,0.4718068749144061,0.33141720735351593,-0.847214156535566,0.32174335731043335,-0.8499585925956737
ORD10407,2024-08-25,2024-08-26,Kolkata,Mumbai,Delhivery,Air,Wh-West,8.67,150.7,117.42,5.0,Delivered,1.0,0.10979732570851904,0.11464000697202478,0.2882637065100183,-1.135658781594824,-1.0996656192285195,-1.0616720984684411
ORD10982,2024-01-01,2024-01-05,Ahmedabad,Delhi,Fedex,Road,Wh-North,27.49,400.0,198.89,4.0,Delivered,4.0,0.36303086367841214,0.36294368845009406,0.45926155250806106,-0.13223404155503884,-0.11149702510927534,-0.22274703409809257
ORD10675,2024-11-24,2024-11-28,Pune,Kolkata,Xpressbees,Road,Wh-East,17.02,316.3,105.33,3.0,Delivered,4.0,0.22215120679505504,0.2795781925025835,0.26288793680194983,-0.6904623639894997,-0.4432648202467832,-1.1861670540132738
ORD10932,2024-10-20,2024-10-22,Delhi,Mumbai,Dhl,Road,Wh-North,26.2,204.7,330.65,2.0,Delivered,2.0,0.34567319821713893,0.1684241979059026,0.7358133653066631,-0.20101288930484343,-0.8856218804301272,1.1340317370009272
ORD11120,2024-12-22,2024-12-29,Chennai,Kolkata,Ekart,Road,Wh-South,43.84,506.6,219.67,4.0,Delivered,7.0,0.5830291817340846,0.4691176653677122,0.5028768126018296,0.739497865971555,0.3110411703705138,-0.008768111333690364
ORD10253,2024-08-11,2024-08-12,Pune,Mumbai,Ekart,Air,Wh-South,34.02,219.7,255.22,3.0,Delivered,1.0,0.4508956353544698,0.1833642509430909,0.5774929096342393,0.21592555209319725,-0.8261652863194627,0.3573026636554579
ORD10129,2024-05-14,2024-05-16,Bengaluru,Lucknow,Xpressbees,Road,Wh-South,36.18,176.9,229.12,4.0,Delivered,2.0,0.47995963333613656,0.14073529961031367,0.5227114713066474,0.3310901343719397,-0.995814768181892,0.0885418415115264
ORD10780,2024-03-24,2024-03-29,Chennai,Jaipur,Fedex,Road,Wh-West,31.53,569.0,229.08,4.0,Delivered,5.0,0.417391304347826,0.5312682860024155,0.5226275150793255,0.08316638085520214,0.558380601870878,0.08812994753122927
